tmlprm,tmlversi,tmldata,tmlnobuk,tmlkode1,tmlkode2,tmlkode3,tmlkode4,tmlket1,tmlket2,tmlket3,tmlket4,tmlkode5,tmlkode6,tmlyt,tmlcrtusr,tmlscr,tmltotal1,tmltotal2,tmltotal3,tmltotal4,tmltotal5
19797,1,DTTMPLAP,LABARUGIGADAI,BLN,421.01.3006,,,AHASS,,,LABA,,,,,2925,0.0,0.0,0.0,0.0,0.0
19798,1,DTTMPLAP,LABARUGIGADAI,BLN,421.01.4001,,,KREDIT,TDK KONTRIBUS,,LABA,,,,,2925,0.0,0.0,0.0,0.0,0.0
19799,1,DTTMPLAP,LABARUGIGADAI,BLN,421.01.5001,,,,TDK KONTRIBUS,,LABA,,,,,2925,0.0,0.0,0.0,0.0,0.0
19800,1,DTTMPLAP,LABARUGIGADAI,BLN,421.02.1001,,,AHASS,TDK KONTRIBUS,,LABA,,,,,2925,0.0,0.0,0.0,0.0,0.0
19801,1,DTTMPLAP,LABARUGIGADAI,BLN,421.02.1002,,,AHASS,TDK KONTRIBUS,,LABA,,,,,2925,0.0,0.0,0.0,0.0,0.0
19802,1,DTTMPLAP,LABARUGIGADAI,BLN,421.03.1001,,,AHASS,TDK KONTRIBUS,,LABA,,,,,2925,0.0,0.0,0.0,0.0,0.0
19804,1,DTTMPLAP,LABARUGIGADAI,BLN,421.03.1002,,,AHASS,TDK KONTRIBUS,,LABA,,,,,2925,0.0,0.0,0.0,0.0,0.0
19805,1,DTTMPLAP,LABARUGIGADAI,BLN,421.04.0001,TDK,,,,,LABA,,,,,2925,0.0,0.0,0.0,0.0,0.0
19806,1,DTTMPLAP,LABARUGIGADAI,BLN,421.04.1001,TDK,,,,,LABA,,,,,2925,0.0,0.0,0.0,0.0,0.0
19807,1,DTTMPLAP,LABARUGIGADAI,BLN,421.05.1001,TDK,,,,,LABA,,,,,2925,0.0,0.0,0.0,0.0,0.0
19808,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1001,,C0001,ADH,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19809,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1002,,C0001,MKT,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19810,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1003,,C0001,MKT,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19811,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1004,,,REMEDIAL,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19812,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1005,,,SVY,GAB_INPG,GAB_JL_K,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19813,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1006,,C0001,PIUT,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19814,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1007,,C0001,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19815,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1008,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19816,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1009,,,AHASS,TDK KONTRIBUS,RPJUAL_BKL,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19817,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1010,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19818,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1011,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19819,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1012,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19820,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1013,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19821,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1014,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19822,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1015,,,PIUT,TDK KONTRIBUS,GAB_JL_TOTAL,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19823,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1016,,C0001,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19824,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1017,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19825,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1018,,C0001,MKT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19826,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1019,,,MKT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19827,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1020,,,MKT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19828,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1021,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19829,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1022,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19830,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1023,,C0001,MKT,TDK KONTRIBUS,GAB_JL_TOTAL,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19831,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1101,,,ADH,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19832,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1102,,C0001,MKT,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19833,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1103,,C0001,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19834,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1104,,,REMEDIAL,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19835,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1105,,,SVY,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19836,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1106,,,PIUT,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19837,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1107,,C0001,SUPPORT,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19838,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1108,,,SUPPORT,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19839,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1109,,,AHASS,TDK KONTRIBUS,RPJUAL_BKL,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19840,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1110,,,SUPPORT,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19841,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1111,,,SUPPORT,GAB_INPG,GAB_JL_K,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19842,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1112,,,SUPPORT,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19843,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1113,,,SUPPORT,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19844,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1114,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19845,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1115,,,PIUT,GAB_INPG,GAB_JL_TOTAL,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19846,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1116,,C0001,SUPPORT,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19847,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1117,,,SUPPORT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19848,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1118,,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19849,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1119,,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19850,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1120,,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19851,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.1201,,C0001,,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19852,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2001,,,DIREKSI,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19853,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2002,,,DIREKSI,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19854,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2101,,,ADH,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19855,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2102,KOMISI,C0001,MKT,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19856,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2103,KOMISI,,MKT,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19857,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2104,,,REMEDIAL,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19858,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2105,KOMISI,,SVY,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19859,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2106,,,PIUT,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19860,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2107,,,SUPPORT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19861,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2108,,,SUPPORT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19862,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2109,,,AHASS,TDK KONTRIBUS,RPJUAL_BKL,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19863,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2110,,,LEGAL,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19864,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2111,,,SUPPORT,GAB_INPG,GAB_JL_K,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19865,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2112,,,SUPPORT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19866,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2113,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19867,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2114,,,SUPPORT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19868,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2115,,,PIUT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19869,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2116,,,SUPPORT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19870,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2117,,,SUPPORT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19871,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2118,KOMISI,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19872,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2119,KOMISI,,MKT,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19873,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2120,KOMISI,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19874,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2121,TDK,C0001,GADAI,,,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19875,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2122,KOMISI,,MKT,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19876,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2123,KOMISI,,MKT,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19877,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2124,,,REMEDIAL,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19878,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2125,KOMISI,,SVY,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19879,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2126,,,PIUT,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19880,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2129,,,AHASS,TDK KONTRIBUS,RPJUAL_BKL,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19881,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2201,,,ADH,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19882,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2202,,C0001,MKT,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19883,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2203,,,MKT,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19884,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2204,,,REMEDIAL,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19885,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2205,,,SVY,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19886,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2206,,,PIUT,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19887,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2207,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19888,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2208,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19889,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2209,,,AHASS,TDK KONTRIBUS,RPJUAL_BKL,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19890,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2210,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19891,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2211,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19892,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2212,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19893,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2213,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19894,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2214,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19895,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2215,,,PIUT,TDK KONTRIBUS,GAB_JL_TOTAL,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19896,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2216,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19897,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2217,,,SUPPORT,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19898,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2218,,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19899,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2219,,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19900,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2220,,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19901,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2301,,,ADH,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19902,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2302,,C0001,MKT,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19903,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2303,,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19904,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2304,,,REMEDIAL,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19905,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2305,,,SVY,GAB_INPG,GAB_JL_K,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19906,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2306,,,PIUT,GAB_INPG,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19907,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2307,,C0001,,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19908,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2308,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19909,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2309,,,AHASS,TDK KONTRIBUS,RPJUAL_BKL,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19910,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2310,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19911,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2311,,,SUPPORT,GAB_INPG,GAB_JL_K,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19912,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2312,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19913,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2313,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19914,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2314,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19915,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2315,,,PIUT,TDK KONTRIBUS,GAB_JL_TOTAL,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19916,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2316,,,SUPPORT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19917,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2317,,,SUPPORT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19918,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2318,,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19919,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2319,,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19920,1,DTTMPLAP,LABARUGIGADAI,BLN,511.01.2320,,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19921,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1101,,,,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19922,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1102,,,,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19923,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1201,,C0001,ADH,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19924,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1202,,,MKT,TDK KONTRIBUS,BISNIS_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19925,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1203,,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19926,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1204,,,REMEDIAL,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19927,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1205,,,SVY,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19928,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1206,,,PIUT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19929,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1207,,C0001,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19930,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1208,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19931,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1209,,,AHASS,TDK KONTRIBUS,RPJUAL_BKL,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19932,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1210,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19933,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1211,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19934,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1212,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19935,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1213,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19936,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1214,,,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19937,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1215,,,PIUT,TDK KONTRIBUS,GAB_JL_TOTAL,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19938,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1216,,C0001,SUPPORT,TDK KONTRIBUS,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19939,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1217,,,SUPPORT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19940,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1218,,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19941,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1219,,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19942,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1220,,,MKT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
19943,1,DTTMPLAP,LABARUGIGADAI,BLN,511.02.1221,,C0001,SUPPORT,,GAB_SISPOK,OPEX,,,,,2925,0.0,0.0,0.0,0.0,0.0
